date,time,heartRate
2019-12-02,01:33,51
2019-12-02,01:35,54
2019-12-02,01:37,48
2019-12-02,01:39,75
2019-12-02,01:41,53
2019-12-02,01:43,55
2019-12-02,01:45,48
2019-12-02,01:47,54
2019-12-02,01:49,48
2019-12-02,01:51,52
2019-12-02,01:53,53
2019-12-02,01:55,49
2019-12-02,01:57,55
2019-12-02,01:59,55
2019-12-02,02:01,56
2019-12-02,02:03,48
2019-12-02,02:05,56
2019-12-02,02:07,60
2019-12-02,02:09,51
2019-12-02,02:11,53
2019-12-02,02:13,53
2019-12-02,02:15,54
2019-12-02,02:17,55
2019-12-02,02:19,47
2019-12-02,02:21,48
2019-12-02,02:23,55
2019-12-02,02:25,48
2019-12-02,02:27,49
2019-12-02,02:29,52
2019-12-02,02:31,48
2019-12-02,02:33,49
2019-12-02,02:35,48
2019-12-02,02:37,52
2019-12-02,02:39,54
2019-12-02,02:41,50
2019-12-02,02:43,59
2019-12-02,02:45,51
2019-12-02,02:47,55
2019-12-02,02:49,55
2019-12-02,02:51,55
2019-12-02,02:53,48
2019-12-02,02:55,49
2019-12-02,02:59,50
2019-12-02,03:01,50
2019-12-02,03:03,48
2019-12-02,03:05,48
2019-12-02,03:07,69
2019-12-02,03:09,74
2019-12-02,03:11,48
2019-12-02,03:13,85
2019-12-02,03:15,75
2019-12-02,03:17,59
2019-12-02,03:19,48
2019-12-02,03:21,75
2019-12-02,03:23,48
2019-12-02,03:25,49
2019-12-02,03:27,51
2019-12-02,03:29,49
2019-12-02,03:31,51
2019-12-02,03:33,48
2019-12-02,03:35,48
2019-12-02,03:37,49
2019-12-02,03:39,75
2019-12-02,03:41,75
2019-12-02,03:43,75
2019-12-02,03:45,75
2019-12-02,03:47,75
2019-12-02,03:49,75
2019-12-02,03:51,75
2019-12-02,03:53,74
2019-12-02,03:55,53
2019-12-02,03:57,55
2019-12-02,03:59,55
2019-12-02,04:01,55
2019-12-02,04:03,61
2019-12-02,04:05,63
2019-12-02,04:07,78
2019-12-02,04:11,55
2019-12-02,04:13,65
2019-12-02,04:15,48
2019-12-02,04:17,55
2019-12-02,04:19,55
2019-12-02,04:21,55
2019-12-02,04:23,55
2019-12-02,04:25,55
2019-12-02,04:27,64
2019-12-02,04:29,49
2019-12-02,04:31,48
2019-12-02,04:33,55
2019-12-02,04:35,53
2019-12-02,04:37,55
2019-12-02,04:39,49
2019-12-02,04:41,78
2019-12-02,04:43,48
2019-12-02,04:45,59
2019-12-02,04:47,48
2019-12-02,04:49,48
2019-12-02,04:51,64
2019-12-02,04:53,74
2019-12-02,04:55,49
2019-12-02,04:57,48
2019-12-02,04:59,52
2019-12-02,05:01,48
2019-12-02,05:03,55
2019-12-02,05:05,59
2019-12-02,05:07,86
2019-12-02,05:09,50
2019-12-02,05:11,49
2019-12-02,05:13,47
2019-12-02,05:15,47
2019-12-02,05:17,48
2019-12-02,05:19,78
2019-12-02,05:21,75
2019-12-02,05:23,60
2019-12-02,05:25,60
2019-12-02,05:27,75
2019-12-02,05:29,75
2019-12-02,05:31,75
2019-12-02,05:33,76
2019-12-02,05:35,75
2019-12-02,05:37,47
2019-12-02,05:39,70
2019-12-02,05:41,48
2019-12-02,05:43,49
2019-12-02,05:45,93
2019-12-02,05:47,106
2019-12-02,05:49,85
2019-12-02,05:57,101
2019-12-02,05:58,99
2019-12-02,06:15,69
2019-12-02,06:45,72
2019-12-02,07:02,86
2019-12-02,07:03,84
2019-12-02,07:04,88
2019-12-02,07:05,79
2019-12-02,07:06,101
2019-12-02,07:07,86
2019-12-02,07:15,70
2019-12-02,07:19,78
2019-12-02,07:28,101
2019-12-02,07:29,97
2019-12-02,07:30,88
2019-12-02,07:37,75
2019-12-02,07:38,78
2019-12-02,07:39,78
2019-12-02,07:40,93
2019-12-02,07:41,102
2019-12-02,07:42,100
2019-12-02,07:43,85
2019-12-02,07:44,94
2019-12-02,07:45,98
2019-12-02,07:46,99
2019-12-02,07:47,103
2019-12-02,07:48,96
2019-12-02,07:50,94
2019-12-02,07:51,100
2019-12-02,07:52,107
2019-12-02,07:53,111
2019-12-02,07:54,129
2019-12-02,07:55,130
2019-12-02,07:56,132
2019-12-02,07:57,122
2019-12-02,07:58,127
2019-12-02,07:59,137
2019-12-02,08:00,125
2019-12-02,08:01,102
2019-12-02,08:02,80
2019-12-02,08:03,101
2019-12-02,08:04,106
2019-12-02,08:05,113
2019-12-02,08:06,67
2019-12-02,08:07,67
2019-12-02,08:08,71
2019-12-02,08:09,76
2019-12-02,08:15,75
2019-12-02,08:45,78
2019-12-02,08:49,86
2019-12-02,09:15,71
2019-12-02,09:16,107
2019-12-02,09:17,94
2019-12-02,09:45,85
2019-12-02,09:48,77
2019-12-02,09:54,94
2019-12-02,10:05,92
2019-12-02,10:06,104
2019-12-02,10:08,87
2019-12-02,10:09,91
2019-12-02,10:10,100
2019-12-02,10:11,99
2019-12-02,10:15,74
2019-12-02,10:45,70
2019-12-02,11:15,55
2019-12-02,11:45,55
2019-12-02,12:10,77
2019-12-02,12:11,86
2019-12-02,12:12,95
2019-12-02,12:13,100
2019-12-02,12:15,85
2019-12-02,12:45,75
2019-12-02,12:57,90
2019-12-02,12:58,100
2019-12-02,12:59,91
2019-12-02,13:00,91
2019-12-02,13:01,96
2019-12-02,13:02,95
2019-12-02,13:03,95
2019-12-02,13:04,79
2019-12-02,13:08,78
2019-12-02,13:15,72
2019-12-02,13:45,59
2019-12-02,14:15,85
2019-12-02,14:45,94
2019-12-02,15:15,57
2019-12-02,15:45,75
2019-12-02,16:02,100
2019-12-02,16:03,97
2019-12-02,16:05,80
2019-12-02,16:06,105
2019-12-02,16:07,97
2019-12-02,16:08,92
2019-12-02,16:09,92
2019-12-02,16:10,97
2019-12-02,16:11,98
2019-12-02,16:12,99
2019-12-02,16:13,98
2019-12-02,16:14,111
2019-12-02,16:15,111
2019-12-02,16:16,125
2019-12-02,16:17,126
2019-12-02,16:18,122
2019-12-02,16:19,121
2019-12-02,16:20,116
2019-12-02,16:21,106
2019-12-02,16:24,86
2019-12-02,16:25,103
2019-12-02,16:26,100
2019-12-02,16:27,97
2019-12-02,16:28,98
2019-12-02,16:50,73
2019-12-02,16:53,75
2019-12-02,16:55,76
2019-12-02,16:57,75
2019-12-02,16:59,75
2019-12-02,17:01,108
2019-12-02,17:02,69
2019-12-02,17:04,80
2019-12-02,17:09,81
2019-12-02,17:14,88
2019-12-02,17:29,48
2019-12-02,17:52,97
2019-12-02,17:53,96
2019-12-02,17:54,104
2019-12-02,17:55,75
2019-12-02,17:56,71
2019-12-02,17:57,80
2019-12-02,17:58,91
2019-12-02,17:59,97
2019-12-02,18:00,56
2019-12-02,18:01,74
2019-12-02,18:02,84
2019-12-02,18:03,106
2019-12-02,18:04,117
2019-12-02,18:05,119
2019-12-02,18:06,124
2019-12-02,18:07,127
2019-12-02,18:08,134
2019-12-02,18:09,134
2019-12-02,18:10,129
2019-12-02,18:11,118
2019-12-02,18:12,116
2019-12-02,18:13,91
2019-12-02,18:14,85
2019-12-02,18:15,89
2019-12-02,18:16,75
2019-12-02,18:18,72
2019-12-02,18:19,76
2019-12-02,18:20,78
2019-12-02,18:21,82
2019-12-02,18:22,90
2019-12-02,18:23,84
2019-12-02,18:24,81
2019-12-02,18:25,81
2019-12-02,18:26,116
2019-12-02,20:11,78
2019-12-02,20:12,76
2019-12-02,20:13,93
2019-12-02,20:14,94
2019-12-02,20:15,93
2019-12-02,20:16,103
2019-12-02,20:17,116
2019-12-02,20:18,92
2019-12-02,20:19,90
2019-12-02,20:20,104
2019-12-02,20:21,102
2019-12-02,20:22,77
2019-12-02,20:23,83
2019-12-02,20:24,96
2019-12-02,20:25,98
2019-12-02,20:26,121
2019-12-02,20:27,123
2019-12-02,20:28,119
2019-12-02,20:29,128
2019-12-02,20:30,126
2019-12-02,20:31,110
2019-12-02,20:32,118
2019-12-02,20:33,122
2019-12-02,20:34,122
2019-12-02,20:35,118
2019-12-02,20:36,107
2019-12-02,20:37,108
2019-12-02,20:38,104
2019-12-02,20:41,88
2019-12-02,20:42,87
2019-12-02,20:43,77
2019-12-02,20:44,69
2019-12-02,20:45,66
2019-12-02,20:46,83
2019-12-02,20:47,96
2019-12-02,20:48,108
2019-12-02,21:23,97
2019-12-02,21:31,94
2019-12-02,21:47,115
2019-12-02,21:48,112
2019-12-02,21:49,79
2019-12-02,21:55,74
2019-12-02,21:56,76
2019-12-02,22:01,78
2019-12-02,22:26,106
2019-12-02,22:31,72
2019-12-02,22:52,61
2019-12-02,22:54,75
2019-12-02,22:56,72
2019-12-02,22:58,63
2019-12-02,23:00,78
2019-12-02,23:02,71
2019-12-02,23:04,59
2019-12-02,23:06,75
2019-12-02,23:08,56
2019-12-02,23:10,79
2019-12-02,23:12,78
2019-12-02,23:14,101
2019-12-02,23:16,74
2019-12-02,23:18,65
2019-12-02,23:20,64
2019-12-02,23:22,63
2019-12-02,23:24,74
2019-12-02,23:25,94
2019-12-02,23:26,94
2019-12-02,23:28,80
2019-12-02,23:29,69
2019-12-02,23:53,75
2019-12-02,23:57,74
2019-12-02,23:59,70
2019-12-03,00:01,75
2019-12-03,00:03,73
2019-12-03,00:05,74
2019-12-03,00:07,75
2019-12-03,00:09,75
2019-12-03,00:11,75
2019-12-03,00:13,74
2019-12-03,00:15,97
2019-12-03,00:17,92
2019-12-03,00:36,56
2019-12-03,00:38,55
2019-12-03,00:40,48
2019-12-03,00:42,55
2019-12-03,00:44,55
2019-12-03,00:46,75
2019-12-03,00:48,65
2019-12-03,00:50,55
2019-12-03,00:52,59
2019-12-03,00:54,55
2019-12-03,00:56,55
2019-12-03,00:58,70
2019-12-03,01:00,55
2019-12-03,01:02,56
2019-12-03,01:04,55
2019-12-03,01:06,55
2019-12-03,01:08,55
2019-12-03,01:10,59
2019-12-03,01:12,48
2019-12-03,01:14,52
2019-12-03,01:16,65
2019-12-03,01:18,55
2019-12-03,01:20,55
2019-12-03,01:22,55
2019-12-03,01:24,73
2019-12-03,01:26,55
2019-12-03,01:28,56
2019-12-03,01:30,73
2019-12-03,01:32,63
2019-12-03,01:34,61
2019-12-03,01:36,59
2019-12-03,01:38,59
2019-12-03,01:40,56
2019-12-03,01:42,55
2019-12-03,01:44,63
2019-12-03,01:46,55
2019-12-03,01:48,54
2019-12-03,01:50,55
2019-12-03,01:52,55
2019-12-03,01:54,55
2019-12-03,01:56,55
2019-12-03,01:58,86
2019-12-03,02:00,59
2019-12-03,02:02,63
2019-12-03,02:04,56
2019-12-03,02:06,59
2019-12-03,02:08,63
2019-12-03,02:10,59
2019-12-03,02:12,55
2019-12-03,02:14,57
2019-12-03,02:16,63
2019-12-03,02:18,54
2019-12-03,02:20,75
2019-12-03,02:22,58
2019-12-03,02:24,56
2019-12-03,02:26,59
2019-12-03,02:28,55
2019-12-03,02:30,59
2019-12-03,02:32,67
2019-12-03,02:34,48
2019-12-03,02:36,55
2019-12-03,02:40,53
2019-12-03,02:42,55
2019-12-03,02:44,57
2019-12-03,02:46,55
2019-12-03,02:48,55
2019-12-03,02:50,55
2019-12-03,02:52,68
2019-12-03,02:54,53
2019-12-03,02:56,54
2019-12-03,02:58,55
2019-12-03,03:00,55
2019-12-03,03:02,59
2019-12-03,03:04,60
2019-12-03,03:06,75
2019-12-03,03:08,60
2019-12-03,03:10,64
2019-12-03,03:12,64
2019-12-03,03:14,58
2019-12-03,03:16,63
2019-12-03,03:18,71
2019-12-03,03:20,75
2019-12-03,03:22,59
2019-12-03,03:24,55
2019-12-03,03:26,55
2019-12-03,03:28,55
2019-12-03,03:30,74
2019-12-03,03:32,56
2019-12-03,03:34,48
2019-12-03,03:36,55
2019-12-03,03:38,53
2019-12-03,03:40,60
2019-12-03,03:42,53
2019-12-03,03:44,56
2019-12-03,03:46,74
2019-12-03,03:48,55
2019-12-03,03:50,58
2019-12-03,03:52,55
2019-12-03,03:54,54
2019-12-03,03:56,56
2019-12-03,03:58,55
2019-12-03,04:00,57
2019-12-03,04:02,57
2019-12-03,04:04,59
2019-12-03,04:06,54
2019-12-03,04:08,55
2019-12-03,04:10,59
2019-12-03,04:12,56
2019-12-03,04:14,55
2019-12-03,04:16,56
2019-12-03,04:18,59
2019-12-03,04:20,56
2019-12-03,04:22,55
2019-12-03,04:24,91
2019-12-03,04:26,48
2019-12-03,04:28,48
2019-12-03,04:30,68
2019-12-03,04:32,78
2019-12-03,04:34,55
2019-12-03,04:36,71
2019-12-03,04:38,54
2019-12-03,04:40,48
2019-12-03,04:42,54
2019-12-03,04:44,48
2019-12-03,04:46,64
2019-12-03,04:48,61
2019-12-03,04:50,55
2019-12-03,04:52,55
2019-12-03,04:54,53
2019-12-03,04:56,67
2019-12-03,04:58,48
2019-12-03,05:00,45
2019-12-03,05:02,50
2019-12-03,05:04,56
2019-12-03,05:06,65
2019-12-03,05:08,57
2019-12-03,05:10,55
2019-12-03,05:12,58
2019-12-03,05:14,56
2019-12-03,05:16,71
2019-12-03,05:18,67
2019-12-03,05:20,63
2019-12-03,05:22,63
2019-12-03,05:24,67
2019-12-03,05:26,59
2019-12-03,05:28,52
2019-12-03,05:30,56
2019-12-03,05:32,55
2019-12-03,05:34,68
2019-12-03,05:36,49
2019-12-03,05:38,55
2019-12-03,05:40,48
2019-12-03,05:42,48
2019-12-03,05:44,53
2019-12-03,05:46,78
2019-12-03,05:49,98
2019-12-03,06:16,86
2019-12-03,06:46,70
2019-12-03,07:05,78
2019-12-03,07:06,91
2019-12-03,07:16,75
2019-12-03,07:46,58
2019-12-03,08:16,75
2019-12-03,08:21,50
2019-12-03,08:23,49
2019-12-03,08:25,75
2019-12-03,08:27,75
2019-12-03,08:29,48
2019-12-03,08:31,63
2019-12-03,08:33,74
2019-12-03,08:35,71
2019-12-03,08:37,51
2019-12-03,08:39,76
2019-12-03,08:41,51
2019-12-03,08:43,64
2019-12-03,08:45,44
2019-12-03,08:47,75
2019-12-03,08:49,48
2019-12-03,08:51,74
2019-12-03,08:53,49
2019-12-03,08:55,51
2019-12-03,08:57,72
2019-12-03,08:59,48
2019-12-03,09:01,48
2019-12-03,09:03,51
2019-12-03,09:05,49
2019-12-03,09:07,51
2019-12-03,09:09,75
2019-12-03,09:11,75
2019-12-03,09:13,74
2019-12-03,09:15,48
2019-12-03,09:17,48
2019-12-03,09:19,48
2019-12-03,09:21,94
2019-12-03,09:23,59
2019-12-03,09:25,55
2019-12-03,09:27,48
2019-12-03,09:29,64
2019-12-03,09:31,48
2019-12-03,09:33,65
2019-12-03,09:35,52
2019-12-03,09:37,75
2019-12-03,09:39,55
2019-12-03,09:41,63
2019-12-03,09:43,55
2019-12-03,09:45,75
2019-12-03,09:47,73
2019-12-03,09:51,55
2019-12-03,09:53,59
2019-12-03,09:55,55
2019-12-03,09:57,74
2019-12-03,09:59,51
2019-12-03,10:01,51
2019-12-03,10:03,48
2019-12-03,10:05,49
2019-12-03,10:07,55
2019-12-03,10:09,48
2019-12-03,10:11,48
2019-12-03,10:13,48
2019-12-03,10:15,50
2019-12-03,10:17,55
2019-12-03,10:19,55
2019-12-03,10:21,54
2019-12-03,10:23,55
2019-12-03,10:25,55
2019-12-03,10:27,55
2019-12-03,10:29,75
2019-12-03,11:03,55
2019-12-03,11:33,74
2019-12-03,11:42,74
2019-12-03,11:45,48
2019-12-03,11:47,60
2019-12-03,11:49,75
2019-12-03,11:51,51
2019-12-03,11:53,55
2019-12-03,11:55,50
2019-12-03,11:57,55
2019-12-03,11:59,55
2019-12-03,12:01,85
2019-12-03,12:03,102
2019-12-03,12:04,76
2019-12-03,12:05,84
2019-12-03,12:06,93
2019-12-03,12:07,96
2019-12-03,12:08,95
2019-12-03,12:14,80
2019-12-03,12:15,81
2019-12-03,12:16,105
2019-12-03,12:18,79
2019-12-03,12:19,84
2019-12-03,12:20,103
2019-12-03,12:33,71
2019-12-03,12:36,74
2019-12-03,12:37,77
2019-12-03,12:38,83
2019-12-03,12:39,77
2019-12-03,12:40,79
2019-12-03,12:53,75
2019-12-03,12:54,85
2019-12-03,12:55,77
2019-12-03,13:02,94
2019-12-03,13:03,96
2019-12-03,13:04,100
2019-12-03,13:05,100
2019-12-03,13:06,107
2019-12-03,13:07,107
2019-12-03,13:08,103
2019-12-03,13:09,93
2019-12-03,13:10,104
2019-12-03,13:11,116
